EID,SR,com,com2
2-s2.0-84957591240,"Kamp L & Bermudez Forn E, (2016) Renewable and Sustainable Energy Reviews",2,1
2-s2.0-84959256776,"Alnouri S et al., (2016) Computers and Chemical Engineering",NA,NA
2-s2.0-84958159035,"Koesler S et al., (2016) Energy Economics",5,5
2-s2.0-84990221358,"Isaksen A, (2016) Entrepreneurship and Regional Development",4,2
2-s2.0-84930036612,"Cao X et al., (2016) Journal of Cleaner Production",NA,NA
2-s2.0-84964444638,"Noel L & Sovacool B, (2016) Energy Policy",2,2
2-s2.0-84950256330,"Partelow S, (2016) Sustainability Science",3,2
2-s2.0-84961189976,"Westberg L & Polk M, (2016) Sustainability Science",3,4
2-s2.0-85021846275,"Olsson P et al., (2017) Ecology and Society",2,1
2-s2.0-85020647824,"Scholz R, (2017) Sustainability (Switzerland)",2,3
2-s2.0-85011385316,"Li F, (2017) Energy Strategy Reviews",2,3
2-s2.0-85011886753,"Tigabu A et al., (2017) Energy Policy",2,5
2-s2.0-85013321554,"Nair S & Howlett M, (2017) Policy and politics",2,4
2-s2.0-85016747704,"Hahn T & Nykvist B, (2017) Ecology and Society",3,2
2-s2.0-84994607275,"Janger J et al., (2017) Research Policy",1,3
2-s2.0-85006757465,"Henriques S & Borowiecki K, (2017) Energy Policy",2,6
2-s2.0-84971621255,"Wang J et al., (2017) Futures",6,4
2-s2.0-85021789875,"Solecki W et al., (2017) Ecology and Society",2,1
2-s2.0-0032437336,"Maggi V & Petit J, (1998) Annals of Glaciology",6,2
2-s2.0-0002786935,"Janszen F & Degenaars G, (1998) Research Policy",1,1
2-s2.0-0040707409,"Friend J et al., (1998) Human Relations",3,5
2-s2.0-0032252584,"Kraemer K & Dedrick J, (1998) Information Systems Research",4,1
2-s2.0-0041445008,"Selsky J, (1998) Voluntas",7,2
2-s2.0-0032311990,"Zapert R et al., (1998) Energy Economics",NA,NA
2-s2.0-0032666674,"Malsch I, (1999) Nanotechnology",1,3
2-s2.0-0033563616,"Toumi R et al., (1999) Geophysical Research Letters",NA,NA
2-s2.0-0039184015,"SOrensen B & Meibom P, (1999) Renewable Energy",NA,NA
2-s2.0-0034324214,"Sheasley W, (2000) Research Technology Management",1,2
2-s2.0-0141936834,"Sarah Slaughter E & Shimizu H, (2000) Construction Management and Economics",1,2
2-s2.0-0033651429,"Waters J, (2000) International Journal of Technology Management",1,3
2-s2.0-0001712947,"Grubb M, (2000) Journal of Economic Studies",6,3
2-s2.0-0009394690,"Colander D, (2000) American Economic Review",4,1
2-s2.0-0033894529,"Park Y, (2000) Technovation",1,1
2-s2.0-0033995920,"Olerup B, (2000) Journal of Environmental Planning and Management",NA,NA
2-s2.0-0346013723,"Gram-Hanssen K, (2000) Journal of Environmental Policy and Planning",3,4
2-s2.0-0034561721,"Black J, (2000) Journal of Organizational Change Management",3,5
2-s2.0-0033717013,"Kleineidam U et al., (2000) International Journal of Production Economics",3,6
2-s2.0-0034768839,"Laredo P, (2001) Science and Public Policy",1,1
2-s2.0-0034924257,"Rosa E, (2001) Society and Natural Resources",6,2
2-s2.0-24944443082,"Kuentzel W, (2001) Journal of Leisure Research",NA,NA
2-s2.0-0034781794,"Proops J, (2001) Ecological Economics",3,1
2-s2.0-0038414587,"Munasinghe M, (2001) Conservation Ecology",3,2
2-s2.0-0035014780,"Kurhonen J, (2001) International Journal of Sustainable Developmen...",3,6
2-s2.0-31244436497,"Constant II E, (2002) Research Policy",2,2
2-s2.0-0036058026,"Pammolli F & Riccaboni M, (2002) Small Business Economics",1,3
2-s2.0-0037095912,"Balling R & Idso C, (2002) Geophysical Research Letters",6,2
2-s2.0-0036568419,"Mihalakakou G et al., (2002) Renewable Energy",NA,NA
2-s2.0-0036867324,"Theoharakis V & Wong V, (2002) Journal of Product Innovation Management",1,2
2-s2.0-33745723316,"Cunningham G, (2002) Quest",7,2
2-s2.0-0346335438,"Michaelis L, (2003) Climate Policy",1,3
2-s2.0-0242350246,"Ivory C et al., (2003) R and D Management",2,2
2-s2.0-0345447021,"Germain M & Van Steenberghe V, (2003) Environmental and Resource Economics",6,3
2-s2.0-1642275456,"Enzensberger N et al., (2003) International Journal of Global Energy Issues",NA,NA
2-s2.0-0037284747,"James J, (2003) Journal of Information Science",1,4
2-s2.0-0038646555,"Niutanen V & Korhonen J, (2003) International Journal of Sustainable Developmen...",3,6
2-s2.0-15444361821,"Rikiishi K et al., (2004) Annals of Glaciology",6,2
2-s2.0-20344404218,"Jacobsson S & Rickne A, (2004) Research Policy",NA,NA
2-s2.0-2442593888,"Funk J, (2004) IEEE Transactions on Engineering Management",1,2
2-s2.0-5444228915,"Garnsey E & Longhi C, (2004) International Journal of Technology Management",4,1
2-s2.0-21344432475,"Mayer I et al., (2004) Simulation and Gaming",3,1
2-s2.0-0141895119,"Phahlamohlaka J & Friend J, (2004) European Journal of Operational Research",NA,NA
2-s2.0-85015402102,"Hansen A & SoJrensen E, (2004) Discourse Theory in European Politics: Identity...",3,1
2-s2.0-9444274776,"Sutherland E, (2004) Australian Geographer",NA,NA
2-s2.0-33644602150,"Cohn R, (2005) Journal of Economic History",NA,NA
2-s2.0-27144544749,"Zhu D & Tann J, (2005) Technology Analysis and Strategic Management",1,1
2-s2.0-22944477073,"Fokkema J et al., (2005) International Journal of Sustainability in High...",2,2
2-s2.0-18844428894,"Chandra R & Sandilands R, (2005) Cambridge Journal of Economics",4,1
2-s2.0-10944271810,"Aguayo F & Gallagher K, (2005) Energy Policy",NA,NA
2-s2.0-20444501375,"Wigley T & Raper S, (2005) Geophysical Research Letters",6,3
2-s2.0-22244451380,"Yanacopulos H, (2005) Global Society",3,1
2-s2.0-27244448997,"Raffaelli G & Marsili M, (2005) Physical Review E - Statistical, Nonlinear, and...",NA,NA
2-s2.0-77249107314,"Cabral L, (2006) New Frontiers in the Economics of Innovation an...",NA,NA
2-s2.0-33747334869,"Tatum C et al., (2006) Journal of Construction Engineering and Management",1,2
2-s2.0-33644505496,"Hall J & Rosson P, (2006) Journal of Business Ethics",1,2
2-s2.0-34548275565,"Ramlogan R & Metcalfe J, (2006) Complexity and Co-Evolution: Continuity and Cha...",1,1
2-s2.0-33746785174,"Jahn Hansen C, (2006) Journal of Environmental Policy and Planning",3,1
2-s2.0-33646525648,"Bithas K & Nijkamp P, (2006) International Journal of Environment and Sustai...",3,6
2-s2.0-34248172846,"Vermeulen W, (2006) Progress in Industrial Ecology",3,6
2-s2.0-34347230547,"Feldman M et al., (2006) Industry and Innovation",4,3
2-s2.0-33644771174,"Whitehead M et al., (2006) Geografiska Annaler, Series B: Human Geography",3,3
2-s2.0-84881895120,"Windrum P, (2007) Elgar Companion to Neo-Schumpeterian Economics",1,3
2-s2.0-57649182555,"Hodgson G, (2007) The Evolution of Economic Institutions: A Criti...",1,4
2-s2.0-34247340005,"Brug J, (2007) International Journal of Behavioral Nutrition a...",NA,NA
2-s2.0-84892026875,"Gartner W, (2007) Entrepreneurship: Concepts, Theory and Perspective",7,1
2-s2.0-35648945293,"Fabling R & Grimes A, (2007) Small Business Economics",1,2
2-s2.0-34548788850,"Albino V et al., (2007) International Journal of Learning and Intellect...",4,3
2-s2.0-42649139650,"Miao C et al., (2007) Eurasian Geography and Economics",4,4
2-s2.0-34250690172,"Joas M et al., (2007) Ambio",3,1
2-s2.0-34547810051,"Toke D & Oshima K, (2007) International Journal of Green Energy",2,6
2-s2.0-43449101220,"Whitmarsh L & Nykvist B, (2008) International Journal of Innovation and Sustain...",2,3
2-s2.0-46449091257,"Kamp L, (2008) International Journal of Environmental Technolo...",2,4
2-s2.0-57049166988,"Dedehayir O & Makinen S, (2008) Journal of Technology Management and Innovation",1,3
2-s2.0-49149124698,"Bierly III P et al., (2008) IEEE Transactions on Engineering Management",1,2
2-s2.0-85046050644,"Autio E, (2008) The Blackwell Handbook of Entrepreneurship",1,2
2-s2.0-46649094390,"Montresor S & Marzetti G, (2008) Industry and Innovation",1,1
2-s2.0-40849126422,"Hodson M et al., (2008) International Journal of Hydrogen Energy",2,1
2-s2.0-39149086401,"Soderholm P, (2008) Energy Policy",NA,NA
2-s2.0-44149119361,"Rose-Anderssen C & Allen P, (2008) Journal of Management Development",NA,NA
2-s2.0-43549091100,"Scholten P & Van Nispen F, (2008) Journal of Public Policy",3,1
2-s2.0-84900730530,"Goodman M et al., (2008) Contentious Geographies: Environmental Knowledg...",3,3
2-s2.0-39849095065,"Simon D, (2008) Geoforum",3,3
2-s2.0-65949107842,"Toke D, (2008) Environment and Planning C: Government and Policy",2,6
2-s2.0-84865969523,"Malerba F & Mani S, (2009) Sectoral Systems of Innovation and Production i...",1,1
2-s2.0-77953405540,"Oksanen J & Rilla N, (2009) International Journal of Entrepreneurship",1,3
2-s2.0-58449099976,"Ho J & Chen J, (2009) Technology Analysis and Strategic Management",1,2
2-s2.0-64549106499,"Hanaoka T et al., (2009) Energy Efficiency",NA,NA
2-s2.0-77955723029,"McKendrick D & Wade J, (2009) Industrial and Corporate Change",1,2
2-s2.0-84881804202,"Fagerberg J & Srholec M, (2009) Handbook of Innovation Systems and Developing C...",1,1
2-s2.0-70449336043,"Johannisson B & Dahlstrand A, (2009) European Planning Studies",4,1
2-s2.0-85016953656,"Magnusson M et al., (2009) Creativity and Innovation Management",1,2
2-s2.0-79951719030,"Avnimelech G & Schwartz D, (2009) Innovation: Management, Policy and Practice",4,1
2-s2.0-79953322454,"Vergragt P, (2009) Caching the Carbon: The Politics and Policy of ...",2,4
2-s2.0-70350370868,"Li X et al., (2009) Yantu Lixue/Rock and Soil Mechanics",NA,NA
2-s2.0-64549090006,"Lee D et al., (2009) Renewable Energy",NA,NA
2-s2.0-52149085448,"Michel D, (2009) Applied Energy",3,2
2-s2.0-84875378687,"Musgrave J & Raj R, (2009) Event Management and Sustainability",NA,NA
2-s2.0-84889562101,"Brenner N, (2009) The SAGE Handbook of European Studies",4,2
2-s2.0-66449084794,"Lawrence K, (2009) International Journal of Comparative Sociology",3,5
2-s2.0-84911161288,"Harvey L, (2010) Energy and the New Reality 2: Carbon-Free Energ...",NA,NA
2-s2.0-84858705868,"Rasmussen B, (2010) Innovation and Commercialisation in the Biophar...",1,2
2-s2.0-77649322026,"Kale D, (2010) British Journal of Management",1,2
2-s2.0-75849153182,"El-Hani C & Sepulveda C, (2010) Cultural Studies of Science Education",NA,NA
2-s2.0-77953361143,"Rizopoulos Y & Sergakis D, (2010) Journal of World Business",4,4
2-s2.0-77955740120,"Liu X, (2010) International Journal of Technology Management",1,1
2-s2.0-77953988950,"Lamberg J & Pajunen K, (2010) Journal of Management Studies",1,3
2-s2.0-84858399617,"Schmitt A et al., (2010) Management",1,2
2-s2.0-77954777651,"Colebatch H, (2010) Australian Journal of Public Administration",3,1
2-s2.0-77954374567,"Morcol G, (2010) E:CO Emergence: Complexity and Organization",3,5
2-s2.0-78650228791,"Van Der Lei T et al., (2010) International Journal of Critical Infrastructures",3,5
2-s2.0-78149394264,"Collier P & Alles C, (2010) Science",3,6
2-s2.0-77649232259,"Kohler A, (2010) Integrative Psychological and Behavioral Science",3,5
2-s2.0-78649691762,"Floysand A et al., (2010) Norsk Geografisk Tidsskrift",3,3
2-s2.0-77956087972,"Abbott J, (2010) Society and Natural Resources",3,3
2-s2.0-77951019562,"Festing M & Sahakiants I, (2010) Thunderbird International Business Review",7,3
2-s2.0-73449144762,"Song Y & Glasson J, (2010) Environmental Impact Assessment Review",NA,NA
2-s2.0-80052092777,"Rogge K et al., (2011) International Journal of Technology, Policy and...",6,1
2-s2.0-80051494102,"Domenech L, (2011) Documents d'Analisi Geografica",2,3
2-s2.0-84863369803,"Yu J, (2011) Technology Analysis and Strategic Management",1,3
2-s2.0-80051963643,"Sangle S, (2011) Business Strategy and the Environment",6,1
2-s2.0-84949805300,"Andriani P, (2011) The SAGE Handbook of Complexity and Management",1,2
2-s2.0-79952070819,"Strachan N, (2011) Energy Policy",NA,NA
2-s2.0-79952190168,"Brown J et al., (2011) Social Indicators Research",NA,NA
2-s2.0-78650986134,"Nakamori Y et al., (2011) Systems Research and Behavioral Science",5,4
2-s2.0-80255141776,"Dedehayir O & Makinen S, (2011) Technovation",1,2
2-s2.0-78349312922,"Duranton G & Jayet H, (2011) Journal of Urban Economics",4,1
2-s2.0-80655140439,"Elam M & Sundqvist G, (2011) Environmental Politics",2,2
2-s2.0-79651475647,"Bogliacino F & Pianta M, (2011) Structural Change and Economic Dynamics",1,3
2-s2.0-80051726740,"Klenk N et al., (2011) Forestry Chronicle",3,4
2-s2.0-80055081953,"Deakin M, (2011) Intelligent Buildings International",NA,NA
2-s2.0-79959971010,"Daedlow K et al., (2011) Ecology and Society",3,2
2-s2.0-80051567470,"Samet R, (2011) Futures",3,5
2-s2.0-84881841071,"Nauwelaers C, (2011) Handbook of Regional Innovation and Growth",4,3
2-s2.0-79956344905,"Hirsch-Kreinsen H, (2011) Industry and Innovation",1,1
2-s2.0-79953268577,"Guthman J, (2011) New Political Economy",3,3
2-s2.0-84864338597,"Spath P, (2012) Sustainability",2,3
2-s2.0-84857050438,"Schmidt T et al., (2012) Energy Policy",1,3
2-s2.0-84867883403,"Van Der Vooren A & Alkemade F, (2012) IEEE Transactions on Engineering Management",1,4
2-s2.0-84861735493,"Nahuis R et al., (2012) Technological Forecasting and Social Change",2,2
2-s2.0-84864001564,"McMahon C, (2012) Journal of Engineering Design",2,2
2-s2.0-84865249551,"van Vliet B, (2012) Journal of Environmental Policy and Planning",2,3
2-s2.0-84856787332,"Line T et al., (2012) Transportation Research Part D: Transport and E...",5,2
2-s2.0-84861159107,"Giuliani E & Rabellotti R, (2012) Cambridge Journal of Economics",1,1
2-s2.0-84860805647,"Aliaga-Isla R & Rialp A, (2012) Latin American Business Review",7,1
2-s2.0-84858074541,"Gilbert B, (2012) Research Policy",1,2
2-s2.0-84862704686,"Xia C & Pahl-Wostl C, (2012) Water Policy",3,2
2-s2.0-84872044757,"Hajer M, (2012) Critical Policy Studies",3,4
2-s2.0-84875000569,"Weik E, (2012) Management (France)",7,2
2-s2.0-84860374779,"Makkonen H et al., (2012) Journal of Business Research",5,1
2-s2.0-84864515143,"Yuan J et al., (2012) Renewable and Sustainable Energy Reviews",2,1
2-s2.0-84862689619,"Rosnes O & Vennemo H, (2012) Energy Economics",NA,NA
2-s2.0-84925786645,"Tacoli C et al., (2012) The New Global Frontier: Urbanization, Poverty ...",NA,NA
2-s2.0-84872799285,"Wang R, (2012) Environment and Planning C: Government and Policy",4,5
2-s2.0-84859514114,"Hyder A & Bishai D, (2012) Traffic Injury Prevention",NA,NA
2-s2.0-84862998960,"Stocker L et al., (2012) Ecological Economics",3,2
2-s2.0-84870229508,"Brunson M, (2012) Rangeland Ecology and Management",3,2
2-s2.0-84925785784,"Ericksen P et al., (2012) Food Security and Global Environmental Change",3,2
2-s2.0-81055156720,"Liu C et al., (2012) Journal of Cleaner Production",3,6
2-s2.0-84871958508,"Hukkinen J, (2012) Ecology and Society",3,2
2-s2.0-84862251618,"Boswell C, (2012) Governance",3,1
2-s2.0-84862892959,"Williams L & Woodson T, (2012) Minerva",1,1
2-s2.0-84868466104,"Clancy D et al., (2012) Biomass and Bioenergy",2,5
2-s2.0-84869867192,"Apostolopoulou E et al., (2012) International Journal of Sustainable Developmen...",3,2
2-s2.0-84863816036,"Strauss S, (2012) Wiley Interdisciplinary Reviews: Climate Change",3,4
2-s2.0-84866915926,"Gormally A et al., (2012) Energy Policy",2,6
2-s2.0-84872547154,"Orderud G & Winsvold M, (2012) International Journal of Environmental Studies",3,2
2-s2.0-84887172952,"Aalbers R et al., (2013) Energy Policy",6,1
2-s2.0-84871935714,"Nakamura H et al., (2013) Sustainability Science",2,4
2-s2.0-84876096714,"Dijk M et al., (2013) Journal of Evolutionary Economics",1,3
2-s2.0-84883430427,"Upham P et al., (2013) Journal of Transport Geography",2,2
2-s2.0-84885421739,"Eppel S et al., (2013) Resources, Conservation and Recycling",5,2
2-s2.0-84877972408,"Nykiforuk C et al., (2013) Health Promotion International",NA,NA
2-s2.0-84925716563,"Scott D, (2013) Understanding Prison Staff",NA,NA
2-s2.0-84881548792,"North P, (2013) Geographical Journal",2,6
2-s2.0-84886303839,"Aggarwal R, (2013) International Journal of Urban and Regional Res...",2,1
2-s2.0-84874723220,"Yang C & Li S, (2013) Habitat International",4,2
2-s2.0-84875593138,"Kimble C & Wang H, (2013) Journal of Business Strategy",1,2
2-s2.0-84877676957,"Gobble M & Euchner J, (2013) Research Technology Management",1,1
2-s2.0-84884534187,"Romero-Lankao P & Gnatz D, (2013) Current Opinion in Environmental Sustainability",2,1
2-s2.0-84883775462,"Diaz Arias A & van Beers C, (2013) Energy Economics",6,1
2-s2.0-84887996808,"Mayer H, (2013) Regional Studies",4,2
2-s2.0-84870686986,"Altwies J & Nemet G, (2013) Energy Policy",6,1
2-s2.0-84886385125,"Putrus G et al., (2013) International Journal of Environmental Studies",NA,NA
2-s2.0-84890309357,"Manring S, (2014) Journal of Cleaner Production",3,2
2-s2.0-84890903277,"Jepsen L et al., (2014) R and D Management",1,2
2-s2.0-84894047281,"Genus A, (2014) Sustainability (Switzerland)",2,5
2-s2.0-84899786183,"Dijk M, (2014) International Journal of Automotive Technology ...",2,4
2-s2.0-84916881171,"Voss J, (2014) Innovation",2,3
2-s2.0-84911444654,"Bush S & Marschke M, (2014) Ecology and Society",3,2
2-s2.0-84922920018,"Weldegiorgis F & Franks D, (2014) Journal of Cleaner Production",NA,NA
2-s2.0-84918767431,"Upham P et al., (2014) Environmental Politics",2,1
2-s2.0-84901765330,"Lassinantti J et al., (2014) Journal of Theoretical and Applied Electronic C...",2,2
2-s2.0-84895144419,"Porter T, (2014) Regulation and Governance",2,2
2-s2.0-84912531098,"Chattanathan S et al., (2014) International Journal of Hydrogen Energy",6,2
2-s2.0-84907578569,"van Staveren M et al., (2014) Water International",2,3
2-s2.0-84896543465,"Penning-Rowsell E et al., (2014) Coastal Engineering",3,1
2-s2.0-84906829907,"Acuto M, (2014) International Journal of Urban and Regional Res...",4,2
2-s2.0-84916886310,"Campbell L, (2014) Urban Forests, Trees, and Greenspace: A Politic...",3,3
2-s2.0-84908370102,"Sebastien L et al., (2014) Nature and Culture",3,1
2-s2.0-84922670555,"de Orte M et al., (2014) Marine Pollution Bulletin",NA,NA
2-s2.0-84920999060,"Frausin V et al., (2014) Human Ecology",3,3
2-s2.0-84894260813,"Davidov V, (2014) Anthropological Quarterly",3,3
2-s2.0-84904678724,"Ramana M & Mian Z, (2014) Energy Research and Social Science",2,2
2-s2.0-84893957784,"Berglez P & Olausson U, (2014) Capitalism, Nature, Socialism",3,4
2-s2.0-84896474272,"Steen M & Karlsen A, (2014) Norsk Geografisk Tidsskrift",4,2
2-s2.0-84929162962,"Epstein G et al., (2014) Understanding Society and Natural Resources: Fo...",3,2
2-s2.0-84901596514,"Wals A & Rodela R, (2014) NJAS - Wageningen Journal of Life Sciences",2,3
2-s2.0-84929223969,"Lu Z et al., (2015) Hydrology and Earth System Sciences",2,1
2-s2.0-84926203862,"Fraune C, (2015) Energy Research and Social Science",2,6
